10248	7/4/96 0:00
10248	7/4/96 0:00
10248	7/4/96 0:00
10249	7/5/96 0:00
10249	7/5/96 0:00
10250	7/8/96 0:00
10250	7/8/96 0:00
10250	7/8/96 0:00
10251	7/8/96 0:00
10251	7/8/96 0:00
10251	7/8/96 0:00
10252	7/9/96 0:00
10252	7/9/96 0:00
10252	7/9/96 0:00
10253	7/10/96 0:00
10253	7/10/96 0:00
10253	7/10/96 0:00
10254	7/11/96 0:00
10254	7/11/96 0:00
10254	7/11/96 0:00
10255	7/12/96 0:00
10255	7/12/96 0:00
10255	7/12/96 0:00
10255	7/12/96 0:00
10256	7/15/96 0:00
10256	7/15/96 0:00
10257	7/16/96 0:00
10257	7/16/96 0:00
10257	7/16/96 0:00
10258	7/17/96 0:00
10258	7/17/96 0:00
10258	7/17/96 0:00
10259	7/18/96 0:00
10259	7/18/96 0:00
10260	7/19/96 0:00
10260	7/19/96 0:00
10260	7/19/96 0:00
10260	7/19/96 0:00
10261	7/19/96 0:00
10261	7/19/96 0:00
10262	7/22/96 0:00
10262	7/22/96 0:00
10262	7/22/96 0:00
10263	7/23/96 0:00
10263	7/23/96 0:00
10263	7/23/96 0:00
10263	7/23/96 0:00
10264	7/24/96 0:00
10264	7/24/96 0:00
10265	7/25/96 0:00
10265	7/25/96 0:00
10266	7/26/96 0:00
10267	7/29/96 0:00
10267	7/29/96 0:00
10267	7/29/96 0:00
10268	7/30/96 0:00
10268	7/30/96 0:00
10269	7/31/96 0:00
10269	7/31/96 0:00
10270	8/1/96 0:00
10270	8/1/96 0:00
10271	8/1/96 0:00
10272	8/2/96 0:00
10272	8/2/96 0:00
10272	8/2/96 0:00
10273	8/5/96 0:00
10273	8/5/96 0:00
10273	8/5/96 0:00
10273	8/5/96 0:00
10273	8/5/96 0:00
10274	8/6/96 0:00
10274	8/6/96 0:00
10275	8/7/96 0:00
10275	8/7/96 0:00
10276	8/8/96 0:00
10276	8/8/96 0:00
10277	8/9/96 0:00
10277	8/9/96 0:00
10278	8/12/96 0:00
10278	8/12/96 0:00
10278	8/12/96 0:00
10278	8/12/96 0:00
10279	8/13/96 0:00
10280	8/14/96 0:00
10280	8/14/96 0:00
10280	8/14/96 0:00
10281	8/14/96 0:00
10281	8/14/96 0:00
10281	8/14/96 0:00
10282	8/15/96 0:00
10282	8/15/96 0:00
10283	8/16/96 0:00
10283	8/16/96 0:00
10283	8/16/96 0:00
10283	8/16/96 0:00
10284	8/19/96 0:00
10284	8/19/96 0:00
10284	8/19/96 0:00
10284	8/19/96 0:00
10285	8/20/96 0:00
10285	8/20/96 0:00
10285	8/20/96 0:00
10286	8/21/96 0:00
10286	8/21/96 0:00
10287	8/22/96 0:00
10287	8/22/96 0:00
10287	8/22/96 0:00
10288	8/23/96 0:00
10288	8/23/96 0:00
10289	8/26/96 0:00
10289	8/26/96 0:00
10290	8/27/96 0:00
10290	8/27/96 0:00
10290	8/27/96 0:00
10290	8/27/96 0:00
10291	8/27/96 0:00
10291	8/27/96 0:00
10291	8/27/96 0:00
10292	8/28/96 0:00
10293	8/29/96 0:00
10293	8/29/96 0:00
10293	8/29/96 0:00
10293	8/29/96 0:00
10294	8/30/96 0:00
10294	8/30/96 0:00
10294	8/30/96 0:00
10294	8/30/96 0:00
10294	8/30/96 0:00
10295	9/2/96 0:00
10296	9/3/96 0:00
10296	9/3/96 0:00
10296	9/3/96 0:00
10297	9/4/96 0:00
10297	9/4/96 0:00
10298	9/5/96 0:00
10298	9/5/96 0:00
10298	9/5/96 0:00
10298	9/5/96 0:00
10299	9/6/96 0:00
10299	9/6/96 0:00
10300	9/9/96 0:00
10300	9/9/96 0:00
10301	9/9/96 0:00
10301	9/9/96 0:00
10302	9/10/96 0:00
10302	9/10/96 0:00
10302	9/10/96 0:00
10303	9/11/96 0:00
10303	9/11/96 0:00
10303	9/11/96 0:00
10304	9/12/96 0:00
10304	9/12/96 0:00
10304	9/12/96 0:00
10305	9/13/96 0:00
10305	9/13/96 0:00
10305	9/13/96 0:00
10306	9/16/96 0:00
10306	9/16/96 0:00
10306	9/16/96 0:00
10307	9/17/96 0:00
10307	9/17/96 0:00
10308	9/18/96 0:00
10308	9/18/96 0:00
10309	9/19/96 0:00
10309	9/19/96 0:00
10309	9/19/96 0:00
10309	9/19/96 0:00
10309	9/19/96 0:00
10310	9/20/96 0:00
10310	9/20/96 0:00
10311	9/20/96 0:00
10311	9/20/96 0:00
10312	9/23/96 0:00
10312	9/23/96 0:00
10312	9/23/96 0:00
10312	9/23/96 0:00
10313	9/24/96 0:00
10314	9/25/96 0:00
10314	9/25/96 0:00
10314	9/25/96 0:00
10315	9/26/96 0:00
10315	9/26/96 0:00
10316	9/27/96 0:00
10316	9/27/96 0:00
10317	9/30/96 0:00
10318	10/1/96 0:00
10318	10/1/96 0:00
10319	10/2/96 0:00
10319	10/2/96 0:00
10319	10/2/96 0:00
10320	10/3/96 0:00
10321	10/3/96 0:00
10322	10/4/96 0:00
10323	10/7/96 0:00
10323	10/7/96 0:00
10323	10/7/96 0:00
10324	10/8/96 0:00
10324	10/8/96 0:00
10324	10/8/96 0:00
10324	10/8/96 0:00
10324	10/8/96 0:00
10325	10/9/96 0:00
10325	10/9/96 0:00
10325	10/9/96 0:00
10325	10/9/96 0:00
10325	10/9/96 0:00
10326	10/10/96 0:00
10326	10/10/96 0:00
10326	10/10/96 0:00
10327	10/11/96 0:00
10327	10/11/96 0:00
10327	10/11/96 0:00
10327	10/11/96 0:00
10328	10/14/96 0:00
10328	10/14/96 0:00
10328	10/14/96 0:00
10329	10/15/96 0:00
10329	10/15/96 0:00
10329	10/15/96 0:00
10329	10/15/96 0:00
10330	10/16/96 0:00
10330	10/16/96 0:00
10331	10/16/96 0:00
10332	10/17/96 0:00
10332	10/17/96 0:00
10332	10/17/96 0:00
10333	10/18/96 0:00
10333	10/18/96 0:00
10333	10/18/96 0:00
10334	10/21/96 0:00
10334	10/21/96 0:00
10335	10/22/96 0:00
10335	10/22/96 0:00
10335	10/22/96 0:00
10335	10/22/96 0:00
10336	10/23/96 0:00
10337	10/24/96 0:00
10337	10/24/96 0:00
10337	10/24/96 0:00
10337	10/24/96 0:00
10337	10/24/96 0:00
10338	10/25/96 0:00
10338	10/25/96 0:00
10339	10/28/96 0:00
10339	10/28/96 0:00
10339	10/28/96 0:00
10340	10/29/96 0:00
10340	10/29/96 0:00
10340	10/29/96 0:00
10341	10/29/96 0:00
10341	10/29/96 0:00
10342	10/30/96 0:00
10342	10/30/96 0:00
10342	10/30/96 0:00
10342	10/30/96 0:00
10343	10/31/96 0:00
10343	10/31/96 0:00
10343	10/31/96 0:00
10344	11/1/96 0:00
10344	11/1/96 0:00
10345	11/4/96 0:00
10345	11/4/96 0:00
10345	11/4/96 0:00
10346	11/5/96 0:00
10346	11/5/96 0:00
10347	11/6/96 0:00
10347	11/6/96 0:00
10347	11/6/96 0:00
10347	11/6/96 0:00
10348	11/7/96 0:00
10348	11/7/96 0:00
10349	11/8/96 0:00
10350	11/11/96 0:00
10350	11/11/96 0:00
10351	11/11/96 0:00
10351	11/11/96 0:00
10351	11/11/96 0:00
10351	11/11/96 0:00
10352	11/12/96 0:00
10352	11/12/96 0:00
10353	11/13/96 0:00
10353	11/13/96 0:00
10354	11/14/96 0:00
10354	11/14/96 0:00
10355	11/15/96 0:00
10355	11/15/96 0:00
10356	11/18/96 0:00
10356	11/18/96 0:00
10356	11/18/96 0:00
10357	11/19/96 0:00
10357	11/19/96 0:00
10357	11/19/96 0:00
10358	11/20/96 0:00
10358	11/20/96 0:00
10358	11/20/96 0:00
10359	11/21/96 0:00
10359	11/21/96 0:00
10359	11/21/96 0:00
10360	11/22/96 0:00
10360	11/22/96 0:00
10360	11/22/96 0:00
10360	11/22/96 0:00
10360	11/22/96 0:00
10361	11/22/96 0:00
10361	11/22/96 0:00
10362	11/25/96 0:00
10362	11/25/96 0:00
10362	11/25/96 0:00
10363	11/26/96 0:00
10363	11/26/96 0:00
10363	11/26/96 0:00
10364	11/26/96 0:00
10364	11/26/96 0:00
10365	11/27/96 0:00
10366	11/28/96 0:00
10366	11/28/96 0:00
10367	11/28/96 0:00
10367	11/28/96 0:00
10367	11/28/96 0:00
10367	11/28/96 0:00
10368	11/29/96 0:00
10368	11/29/96 0:00
10368	11/29/96 0:00
10368	11/29/96 0:00
10369	12/2/96 0:00
10369	12/2/96 0:00
10370	12/3/96 0:00
10370	12/3/96 0:00
10370	12/3/96 0:00
10371	12/3/96 0:00
10372	12/4/96 0:00
10372	12/4/96 0:00
10372	12/4/96 0:00
10372	12/4/96 0:00
10373	12/5/96 0:00
10373	12/5/96 0:00
10374	12/5/96 0:00
10374	12/5/96 0:00
10375	12/6/96 0:00
10375	12/6/96 0:00
10376	12/9/96 0:00
10377	12/9/96 0:00
10377	12/9/96 0:00
10378	12/10/96 0:00
10379	12/11/96 0:00
10379	12/11/96 0:00
10379	12/11/96 0:00
10380	12/12/96 0:00
10380	12/12/96 0:00
10380	12/12/96 0:00
10380	12/12/96 0:00
10381	12/12/96 0:00
10382	12/13/96 0:00
10382	12/13/96 0:00
10382	12/13/96 0:00
10382	12/13/96 0:00
10382	12/13/96 0:00
10383	12/16/96 0:00
10383	12/16/96 0:00
10383	12/16/96 0:00
10384	12/16/96 0:00
10384	12/16/96 0:00
10385	12/17/96 0:00
10385	12/17/96 0:00
10385	12/17/96 0:00
10386	12/18/96 0:00
10386	12/18/96 0:00
10387	12/18/96 0:00
10387	12/18/96 0:00
10387	12/18/96 0:00
10387	12/18/96 0:00
10388	12/19/96 0:00
10388	12/19/96 0:00
10388	12/19/96 0:00
10389	12/20/96 0:00
10389	12/20/96 0:00
10389	12/20/96 0:00
